"age"	"kids06"	"kids714"	"kids1520"	"hh_inc"	"organic_tastes_better"	"organic_buyer"	"pay_more_organic"	"organic_salience"	"capital"	"urban"	"rural"	"edu_long"	"edu_medium"	"edu_short"	"female"	"org_vol_share"
"634"	42	1	0	0	7	1	0	0	1	0	1	0	0	1	0	1	0.105865174008275
"635"	80	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0.0885472218309151
"636"	77	0	0	0	7	1	1	1	0	1	0	0	0	1	0	1	0.0894668880280391
"637"	50	0	0	0	8	1	1	1	1	1	0	0	0	1	0	1	0
"638"	72	0	0	0	6	0	0	0	0	0	0	1	0	0	1	1	0.0560179257362356
"639"	68	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0
"640"	62	0	0	0	10	1	0	0	0	0	0	1	0	1	0	1	0.123202001250782
"641"	94	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0.0865389983808833
"642"	71	0	0	0	12	0	0	0	0	0	1	0	1	0	0	1	0.213631653160729
"643"	59	0	1	0	8	0	0	1	1	0	1	0	0	0	1	1	0.258946149392009
"644"	68	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0
"645"	53	0	0	0	9	0	0	0	0	0	1	0	0	1	0	1	0.00651239525897625
"646"	65	0	0	0	9	0	0	0	0	0	0	1	0	1	0	1	0.0184904404422913
"647"	56	0	0	0	11	0	0	0	1	1	0	0	0	0	1	1	0.0625
"648"	50	0	1	1	10	0	0	0	0	0	0	1	0	1	0	1	0.0419313850063532
"649"	56	0	0	1	10	0	0	0	0	0	1	0	0	1	0	1	0.0984375
"650"	73	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	0.0245664029872746
"651"	62	0	0	0	9	0	0	0	1	0	0	1	1	0	0	1	0.0291806958473625
"652"	56	0	0	0	9	0	0	1	0	0	0	1	1	0	0	1	0.105618926911703
"653"	57	0	1	0	11	0	0	0	1	0	0	1	1	0	0	1	0.0658761528326746
"654"	64	0	0	2	7	0	0	0	0	0	1	0	0	1	0	0	0.0231432030192979
"655"	39	0	1	0	6	1	1	0	0	0	1	0	0	0	0	1	0.700588084888775
"656"	78	0	0	0	2	1	0	0	1	1	0	0	0	0	1	1	0.957037345261625
"657"	55	0	0	0	8	0	0	1	0	0	1	0	0	1	0	1	0.602961209495522
"658"	74	0	0	0	3	1	0	1	1	1	0	0	1	0	0	1	0.0688
"659"	72	0	0	0	4	0	0	0	0	0	1	0	1	0	0	1	0
"660"	73	0	0	0	5	0	0	0	0	0	0	1	0	1	0	1	0.220293724966622
"661"	68	0	0	0	10	0	0	0	0	0	1	0	0	0	1	0	0.159318527341975
"662"	64	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0
"663"	65	0	0	0	3	1	0	1	1	0	0	1	0	0	1	1	0.319327731092437
"664"	62	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0.170557509860356
"665"	56	0	0	0	12	0	1	0	0	0	0	1	0	1	0	1	0.35559265442404
"666"	60	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0.0770264218540081
"667"	74	0	0	0	6	0	0	0	0	0	0	1	1	0	0	1	0.0565698850217087
"668"	66	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	0.340177844670035
"669"	47	0	3	0	12	1	0	0	1	0	1	0	1	0	0	1	0.31434034416826
"670"	56	0	0	0	12	1	0	1	0	0	1	0	0	0	1	1	0.220522052205221
"671"	71	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0.0398883127243718
"672"	60	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.0481870605893041
"673"	72	0	0	0	8	0	0	0	0	0	0	1	0	0	1	1	0
"674"	62	0	0	0	12	1	1	1	1	0	0	1	1	0	0	1	16.4457142857143
"675"	47	0	2	0	12	0	0	0	1	0	1	0	0	1	0	1	0.10155721056195
"676"	59	0	0	0	7	0	0	0	0	0	0	1	1	0	0	1	0.0400121248863292
"677"	77	0	0	0	6	0	0	0	0	0	0	1	1	0	0	1	0.050155481994182
"678"	69	0	0	0	5	0	0	0	0	1	0	0	0	0	1	1	0.00384260682446972
"679"	55	0	0	0	12	0	0	0	0	1	0	0	0	1	0	1	0.0168100078186083
"680"	57	0	0	0	7	1	1	1	1	1	0	0	0	1	0	1	2.24806201550388
"681"	75	0	0	0	3	0	0	1	1	0	0	1	0	0	1	0	0
"682"	65	0	0	0	6	0	0	0	0	0	1	0	0	0	1	1	0.00731832264045081
"683"	53	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0.0863781636002419
"684"	62	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.0511386336396324
"685"	61	0	0	0	5	1	1	1	1	0	0	1	1	0	0	1	0.120753942462286
"686"	71	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0
"687"	77	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0.0133264036034595
"688"	67	0	0	0	3	0	1	1	1	0	0	1	0	0	1	1	0.0493126345745562
"689"	42	0	2	0	3	0	0	0	0	0	1	0	0	1	0	1	0.100044756864913
"690"	46	0	1	0	12	1	0	1	0	0	1	0	0	1	0	0	0.39605409519349
"691"	44	2	0	0	7	1	1	1	1	1	0	0	1	0	0	1	5.71736526946108
"692"	48	0	2	1	12	1	1	1	1	0	1	0	1	0	0	0	13.2435897435897
"693"	49	0	0	0	12	1	0	0	0	0	1	0	1	0	0	1	0.367952522255193
"694"	45	1	1	0	8	1	1	1	1	0	0	1	0	1	0	1	1.1
"695"	56	0	0	0	4	1	1	1	1	1	0	0	0	0	1	0	0.246145466733702
"696"	68	0	0	0	5	1	1	1	1	1	0	0	0	0	1	1	0.706050006477523
"697"	53	0	0	0	6	1	1	1	0	0	1	0	0	0	1	1	1.0253164556962
"698"	73	0	0	0	3	0	0	0	1	1	0	0	0	0	1	1	0.0978260869565217
"699"	40	0	0	0	7	0	0	1	0	0	1	0	1	0	0	1	2.04166666666667
"700"	57	0	0	1	12	0	0	0	0	0	0	1	1	0	0	1	0.297939778129952
"701"	50	0	0	0	12	0	0	0	0	0	1	0	1	0	0	1	0.0978670012547051
"702"	72	0	0	0	4	1	1	1	1	0	1	0	0	0	1	1	0.237399183098008
"703"	73	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0.351011235955056
"704"	56	0	0	0	2	0	0	0	1	1	0	0	0	0	1	1	0.259259259259259
"705"	53	0	0	0	4	1	0	0	0	0	1	0	0	0	1	1	0.358168979790601
"706"	71	0	0	0	4	0	1	0	1	1	0	0	0	0	1	1	0.463768115942029
"707"	79	0	0	0	6	0	0	0	0	1	0	0	0	0	1	1	0.0498960498960499
"708"	62	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.0979680696661829
"709"	57	0	0	0	3	0	1	1	1	1	0	0	1	0	0	1	43.0424528301887
"710"	37	2	0	0	12	1	1	1	1	1	0	0	1	0	0	1	0.302557095451884
"711"	62	0	0	0	11	0	0	0	0	1	0	0	0	0	0	1	0.421890547263682
"712"	42	0	2	0	12	0	0	0	1	0	0	1	1	0	0	1	0.0404705882352941
"713"	48	0	0	2	5	0	0	0	0	0	0	1	0	0	1	1	0.108359133126935
"714"	51	0	0	0	5	0	1	0	0	1	0	0	1	0	0	1	0.104252400548697
"715"	44	0	1	0	6	0	0	0	0	0	1	0	0	0	1	1	0.914634146341463
"716"	46	0	1	0	4	0	0	0	1	0	1	0	1	0	0	0	0.0726744186046512
"717"	48	1	0	0	7	1	1	1	1	0	0	1	0	1	0	1	0.664
"718"	52	0	0	0	6	0	0	0	0	0	0	1	0	1	0	1	0.0576923076923077
"719"	74	0	0	0	6	1	0	0	0	1	0	0	0	0	1	1	0.144563918757467
"720"	37	3	0	0	12	0	0	0	0	0	1	0	0	0	0	1	0
"721"	60	0	0	0	12	0	0	0	0	0	1	0	0	0	1	1	0.202097235462345
"722"	45	0	0	1	11	0	0	0	0	0	0	1	0	1	0	1	0.0789473684210526
"723"	57	0	0	0	4	1	1	1	1	0	0	1	0	1	0	1	0.258578856152513
"724"	54	0	0	0	12	1	1	1	1	0	1	0	1	0	0	0	0.105691056910569
"725"	56	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	0.15285045442027
"726"	59	0	0	0	7	1	1	1	1	0	1	0	0	1	0	1	0.0109575518262586
"727"	48	0	0	0	6	1	1	1	0	1	0	0	0	0	0	1	1.79991092305979
"728"	56	0	0	0	6	0	0	0	0	1	0	0	0	1	0	1	0.128571428571429
"729"	49	0	0	0	10	0	0	0	0	0	0	1	0	0	1	1	0
"730"	80	0	0	0	8	1	1	1	0	0	0	1	0	1	0	0	0.0067842605156038
"731"	48	0	0	0	6	0	0	0	0	0	0	1	0	0	1	1	0.0513950073421439
"732"	57	0	0	0	10	0	0	0	0	0	1	0	0	0	1	0	0.496613995485327
"733"	56	0	1	0	10	0	0	0	0	0	0	1	0	0	1	1	0.0125351752366334
"734"	46	0	0	2	12	0	0	0	1	0	0	1	0	0	1	1	0
"735"	61	0	0	2	7	1	1	1	1	0	1	0	1	0	0	1	4.68904593639576
"736"	62	0	0	0	5	0	0	0	1	0	0	1	0	1	0	1	0.154639175257732
"737"	58	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0.129032258064516
"738"	66	0	0	0	12	1	1	1	0	0	1	0	1	0	0	1	0.303892475092035
"739"	43	0	1	1	6	0	0	0	0	0	1	0	0	1	0	1	0
"740"	59	0	0	0	12	0	0	0	0	0	0	1	0	0	1	1	0.00827814569536424
"741"	75	0	0	0	7	0	0	0	0	1	0	0	0	0	1	1	0
"742"	62	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0.149812734082397
"743"	67	0	0	0	3	1	1	1	1	1	0	0	1	0	0	1	26.4060606060606
"744"	56	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0.0791620022389253
"745"	68	0	0	0	11	0	0	0	0	0	1	0	0	0	0	1	0.134254143646409
"746"	83	0	0	0	8	1	0	1	1	0	1	0	1	0	0	1	0
"747"	68	0	0	0	3	1	1	1	1	0	0	1	0	1	0	1	0.207022852137909
"748"	65	0	0	0	4	1	1	1	1	0	1	0	0	1	0	1	0.654545454545455
"749"	68	0	0	0	5	0	0	0	0	0	0	1	0	0	1	1	0.0538412813320062
"750"	46	0	2	0	7	1	1	1	0	0	0	1	1	0	0	1	0.552362707535121
"751"	75	0	0	0	11	1	1	1	1	0	1	0	1	0	0	1	1.76987447698745
"752"	51	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0
"753"	79	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.122720897615708
"754"	73	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0.0510487685902599
"755"	79	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0.0539892021595681
"756"	61	0	0	0	12	1	1	1	1	0	1	0	0	1	0	1	0.332348596750369
"757"	48	0	1	1	12	1	1	1	0	0	0	1	0	1	0	1	0.424430641821946
"758"	48	0	1	2	7	0	0	0	0	0	0	1	0	1	0	1	0.170807453416149
"759"	52	0	0	0	4	1	1	1	1	0	0	1	1	0	0	1	0.0415282392026578
"760"	46	0	2	0	11	0	0	0	0	1	0	0	0	1	0	1	0
"761"	42	1	2	0	12	0	0	0	0	0	0	1	0	0	0	1	0
"762"	43	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0
"763"	47	1	0	2	7	0	1	1	1	0	1	0	0	1	0	1	0.537010159651669
"764"	40	0	0	0	8	0	0	0	0	1	0	0	0	0	0	1	0.252275682704811
"765"	62	0	0	0	12	1	0	1	1	0	1	0	1	0	0	1	0.0536646328015879
"766"	60	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0
"767"	46	0	2	1	5	0	0	0	0	0	0	1	0	1	0	1	0.00369458128078818
"768"	61	0	0	1	12	0	0	0	0	0	1	0	1	0	0	1	0.0488582596173627
"769"	64	0	0	0	10	0	0	0	0	0	0	1	0	0	0	1	0
"770"	59	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	0.110526315789474
"771"	42	0	0	0	9	0	0	0	0	0	0	1	1	0	0	0	2.73838630806846
"772"	52	0	0	2	12	0	0	0	0	0	1	0	1	0	0	1	0.116587175410705
"773"	60	0	0	0	7	0	1	0	0	0	1	0	0	0	0	1	0.294256084784622
"774"	71	0	0	0	6	0	0	0	1	0	0	1	0	1	0	0	0.0630428691510227
"775"	59	0	0	0	12	0	0	0	0	0	1	0	0	0	1	1	0
"776"	57	0	0	0	10	0	0	0	0	0	1	0	1	0	0	0	0.0193348801237432
"777"	52	0	0	1	7	1	1	1	1	1	0	0	1	0	0	1	1.59602579008561
"778"	66	0	0	0	10	1	1	1	1	0	1	0	1	0	0	1	0.207487963749646
"779"	61	0	0	0	11	0	0	0	1	0	1	0	0	1	0	1	0.16385141590553
"780"	53	0	0	0	12	0	0	0	0	0	1	0	0	0	1	0	0.0713656387665198
"781"	42	0	3	0	7	0	0	0	0	0	0	1	1	0	0	1	0
"782"	38	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	1.38461538461538
"783"	55	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0.0736263736263736
"784"	35	0	0	0	4	1	0	0	0	0	0	1	0	0	1	1	0.012840553818669
"785"	49	0	0	0	10	0	1	1	1	0	1	0	1	0	0	0	0.329487290708771
"786"	47	0	0	0	5	0	0	0	1	0	1	0	0	0	1	0	0
"787"	71	0	0	0	8	0	0	0	0	0	1	0	0	1	0	0	0.0932427765626799
"788"	66	0	0	0	12	1	0	1	1	0	0	1	1	0	0	1	0.0898174018570259
"789"	74	0	0	0	4	1	0	1	1	1	0	0	0	1	0	1	0.336796579836946
"790"	46	0	0	0	12	1	1	1	1	0	1	0	0	1	0	0	0.151765409934171
"791"	65	0	0	0	7	0	0	0	0	1	0	0	0	1	0	1	0.0757741347905282
"792"	68	0	0	0	12	0	1	1	0	0	0	1	0	0	0	0	0.0576368876080692
"793"	36	0	0	0	3	1	1	1	1	0	1	0	1	0	0	1	0.425736620565244
"794"	75	0	0	0	7	0	0	0	0	1	0	0	0	0	1	1	0.205142857142857
"795"	43	0	0	0	12	0	0	0	0	1	0	0	1	0	0	1	0.030379746835443
"796"	58	0	0	0	7	1	1	1	1	1	0	0	0	1	0	1	1.18898623279099
"797"	49	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0.533333333333333
"798"	77	0	0	0	7	0	0	1	0	1	0	0	1	0	0	1	0.327036599763873
"799"	84	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0
"800"	62	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.0473305566073457
"801"	70	0	0	0	6	0	0	0	1	0	0	1	0	0	1	1	0
"802"	43	0	2	1	5	1	1	1	0	0	0	1	0	0	0	1	0.288461538461538
"803"	55	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0.0713994288045696
"804"	85	0	0	0	3	1	0	1	1	0	1	0	0	0	1	1	0.919117647058823
"805"	87	0	0	0	6	1	1	1	1	1	0	0	0	0	1	1	0.188949700286682
"806"	83	0	0	0	3	0	1	1	1	1	0	0	0	1	0	1	1.53364632237872
"807"	38	1	2	0	12	1	1	1	1	0	1	0	1	0	0	0	15.5294117647059
"808"	76	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	0.0550685547314003
"809"	35	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0.63600782778865
"810"	70	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	0.354838709677419
"811"	46	0	0	0	10	1	1	1	1	1	0	0	1	0	0	1	0.137352619423848
"812"	49	0	0	0	4	0	0	0	1	0	1	0	0	1	0	1	0.0831024930747922
"813"	40	0	0	0	11	0	0	0	0	1	0	0	1	0	0	1	0.0253012048192771
"814"	47	0	0	2	12	1	1	1	1	0	1	0	0	1	0	0	1.26160990712074
"815"	44	0	0	0	4	0	0	0	1	0	0	1	0	1	0	1	0
"816"	49	0	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0.0132231404958678
"817"	48	0	0	2	7	1	1	1	0	0	1	0	0	1	0	1	0.017724368347823
"818"	43	1	0	0	5	1	1	1	1	0	1	0	1	0	0	1	28.8888888888889
"819"	77	0	0	0	7	0	0	0	1	0	1	0	0	1	0	0	0.0283085633404105
"820"	40	0	0	0	12	0	1	1	1	1	0	0	1	0	0	0	1.28921193573068
"821"	72	0	0	0	9	0	0	0	1	0	1	0	0	1	0	0	0.0431525992174399
"822"	76	0	0	0	4	0	0	0	1	0	1	0	0	1	0	0	0.00210128178188695
"823"	59	0	0	0	7	0	0	1	1	0	0	1	0	1	0	1	0.122754491017964
"824"	60	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	0.312275815504072
"825"	64	0	0	0	12	0	0	1	0	0	1	0	0	1	0	0	0.184117125110914
"826"	58	0	0	0	11	1	1	1	1	0	1	0	1	0	0	1	0
"827"	44	1	1	0	12	0	0	0	0	0	1	0	1	0	0	1	0.0980392156862745
"828"	45	0	1	1	4	0	0	0	0	0	0	1	0	0	1	1	0.0827250608272506
"829"	69	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0.218127260136955
"830"	60	0	0	0	10	0	0	0	0	0	0	1	0	1	0	0	0.0399777901166019
"831"	59	0	0	1	12	0	0	1	1	0	1	0	1	0	0	1	0.00684556407447974
"832"	55	0	1	1	3	0	0	0	0	0	1	0	1	0	0	1	0.145228215767635
"833"	44	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0
"834"	40	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0
"835"	35	0	0	0	10	1	1	1	1	1	0	0	1	0	0	0	2.9635761589404
"836"	82	0	0	0	4	0	1	1	1	1	0	0	0	0	1	1	0.178648859595872
"837"	64	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.171987938114649
"838"	47	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.255274811148737
"839"	46	1	2	0	12	0	0	0	0	0	0	1	0	0	0	0	0
"840"	44	0	0	0	6	0	0	0	0	0	0	1	0	1	0	1	0
"841"	42	0	0	2	7	0	0	0	0	0	0	1	0	0	0	0	0.0287487749101601
"842"	54	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0.043850703650826
"843"	63	0	0	0	12	1	1	1	1	0	1	0	1	0	0	0	0.116333178222429
"844"	61	0	0	0	6	1	1	1	1	0	1	0	0	1	0	1	3.57667876588022
"845"	58	0	0	0	10	0	0	0	1	0	0	1	0	1	0	0	0.0586527071949868
"846"	62	0	0	0	8	0	0	0	0	0	1	0	0	1	0	1	0.352447552447552
"847"	65	0	0	0	8	0	0	0	0	0	0	1	0	0	1	1	0.245398773006135
"848"	51	0	0	3	12	0	0	0	0	0	1	0	0	0	0	1	0.0710471432172897
"849"	36	1	0	0	12	1	1	1	1	0	0	1	1	0	0	1	1.92038600723764
"850"	46	0	0	1	7	0	0	0	1	0	0	1	1	0	0	1	0.0829326923076923
"851"	88	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	0.171054838168707
"852"	71	0	0	0	7	1	1	1	1	0	0	1	0	1	0	1	1.13114754098361
"853"	65	0	0	0	8	1	1	1	1	0	1	0	1	0	0	1	0.732323232323232
"854"	55	0	0	1	12	0	1	1	1	0	0	1	0	1	0	0	8.02890173410405
"855"	78	0	0	0	7	1	1	1	1	0	0	1	0	1	0	1	0
"856"	68	0	0	0	9	1	1	1	1	1	0	0	0	1	0	0	0.0700636942675159
"857"	58	0	0	0	12	0	0	0	0	0	0	1	1	0	0	1	0.428044280442804
"858"	53	0	0	0	4	0	0	0	1	0	1	0	0	0	1	1	0.139882479356444
"859"	43	0	1	0	7	0	0	0	0	0	1	0	0	0	0	0	0.137931034482759
"860"	58	0	0	0	3	1	1	0	1	1	0	0	0	1	0	1	0.625
"861"	61	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0.0337164750957854
"862"	59	0	0	0	12	0	1	1	0	0	0	1	0	1	0	1	0.259123055162659
"863"	76	0	0	0	10	0	0	1	1	0	1	0	0	0	1	0	0.120572720422005
"864"	65	0	0	0	2	1	0	1	1	1	0	0	1	0	0	1	0
"865"	54	0	0	2	12	0	1	1	1	1	0	0	0	1	0	0	0.348265895953757
"866"	84	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0.270356696415593
"867"	67	0	0	0	7	0	1	0	0	0	0	1	0	0	1	1	0.316836372247218
"868"	83	0	0	0	5	1	1	1	1	0	1	0	1	0	0	1	0.144927536231884
"869"	71	0	0	0	7	1	0	1	1	1	0	0	0	1	0	0	0.0452523225890871
"870"	28	1	0	0	7	0	1	1	0	0	1	0	0	0	0	1	0.581113801452784
"871"	44	1	2	0	12	0	0	0	0	0	1	0	0	0	0	0	0.00382676490397371
"872"	62	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0.16065388951522
"873"	58	0	0	0	4	1	1	1	1	0	0	1	0	0	1	1	1.13636363636364
"874"	63	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0.00882495697833473
"875"	47	0	2	0	11	0	0	0	0	0	0	1	1	0	0	1	0.110255370895825
"876"	39	0	0	0	8	1	0	0	0	1	0	0	0	1	0	1	0.57317687153867
"877"	44	0	2	1	12	0	0	0	0	0	0	1	0	1	0	1	0.0183318056828598
"878"	43	0	0	0	6	1	0	1	1	0	1	0	1	0	0	1	0.926267281105991
"879"	64	0	0	0	12	0	0	0	0	1	0	0	1	0	0	1	0.230783902345985
"880"	58	0	0	0	12	0	1	0	0	0	0	1	0	1	0	1	0.144144144144144
"881"	51	1	0	0	11	0	0	0	0	1	0	0	0	0	1	0	0.0458899063256499
"882"	64	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.191401648998822
"883"	70	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0.113460018153603
"884"	65	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	1.10714285714286
"885"	69	0	0	0	5	0	0	0	0	0	0	1	0	0	1	1	0.0577347597215147
"886"	65	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0.118921292400015
"887"	67	0	0	0	6	1	1	1	1	1	0	0	0	1	0	0	0.21123417721519
"888"	52	0	0	0	6	0	0	0	0	0	0	1	0	0	0	1	0.275862068965517
"889"	33	0	0	0	7	0	0	1	0	0	0	1	1	0	0	1	0.220554272517321
"890"	63	0	0	0	5	0	0	0	0	1	0	0	0	1	0	1	0.0630189056717015
"891"	58	0	0	0	10	1	0	0	1	0	1	0	1	0	0	0	0.803030303030303
"892"	55	0	0	0	6	1	0	0	0	1	0	0	0	1	0	1	0
"893"	72	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0.00313807531380753
"894"	44	0	0	0	9	0	0	0	0	0	1	0	0	0	1	1	0
"895"	69	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0.176259453916165
"896"	55	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0.0110132158590308
"897"	69	0	0	0	3	1	1	1	1	0	1	0	0	0	1	1	9.80281690140845
"898"	80	0	0	0	4	1	1	1	1	0	0	1	0	0	1	0	0.5
"899"	71	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0.226810673443456
"900"	71	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0.0231107002542177
"901"	76	0	0	0	6	0	0	1	0	1	0	0	1	0	0	1	0.125024595002296
"902"	69	0	0	0	11	0	1	0	0	0	0	1	0	0	0	1	0.106077732371098
"903"	73	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0.00867396725577361
"904"	45	0	0	0	6	1	1	1	1	0	0	1	0	1	0	1	1.57333580567402
"905"	74	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0
"906"	69	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0.236577829277713
"907"	54	0	2	0	7	0	0	0	0	0	1	0	0	0	0	0	0.00723327305605787
"908"	44	0	0	0	5	1	1	1	1	0	1	0	1	0	0	1	0.147835269271383
"909"	70	0	0	0	7	1	0	0	1	0	1	0	0	1	0	1	0.0856222769463914
"910"	84	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0
"911"	54	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	0.0373134328358209
"912"	71	0	0	0	8	1	1	1	1	0	0	1	1	0	0	1	0.549267215933883
"913"	69	0	0	0	6	0	0	1	1	0	1	0	0	1	0	1	1.11881188118812
"914"	42	2	0	0	11	0	0	0	0	0	0	1	0	0	0	1	0.0584484590860786
"915"	68	0	0	0	4	1	0	0	0	0	0	1	0	0	0	1	0.0853909465020576
"916"	22	0	0	1	4	1	0	0	0	0	1	0	1	0	0	1	1.41379310344828
"917"	73	0	0	0	7	0	0	1	0	1	0	0	0	0	0	1	0.203724076111315
"918"	69	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.00909504320145521
"919"	73	0	0	0	6	0	0	0	0	0	1	0	0	0	1	1	0.0882352941176471
"920"	66	0	0	0	7	0	1	1	0	1	0	0	1	0	0	1	2.19434628975265
"921"	67	0	0	0	6	1	0	1	1	1	0	0	0	0	1	0	0
"922"	46	0	0	2	7	0	0	0	0	0	1	0	1	0	0	1	0.0632911392405063
"923"	60	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.0217076700434153
"924"	47	0	0	1	11	0	0	0	0	0	0	1	0	1	0	1	0.0247157686604053
"925"	55	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0.0872635225153211
"926"	75	0	0	0	12	1	1	1	1	0	0	1	0	0	1	0	0.225864553314121
"927"	59	0	0	0	4	0	0	0	1	0	0	1	0	1	0	1	0.13183745217661
"928"	62	0	0	0	12	0	1	1	1	0	1	0	1	0	0	1	0.077700030422878
"929"	75	0	0	0	6	1	0	0	1	0	1	0	0	0	1	0	0.025679709819279
"930"	62	1	1	0	9	1	1	1	1	1	0	0	0	0	1	1	0.681494661921708
"931"	77	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0.69377990430622
"932"	68	0	0	0	5	1	0	1	1	0	1	0	0	1	0	1	0.0628930817610063
"933"	58	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0.0755287009063444
"934"	46	0	2	0	12	0	0	0	0	0	1	0	1	0	0	0	0.0436973466656169
"935"	62	0	0	0	5	0	0	0	1	0	0	1	1	0	0	1	0.13438566552901
"936"	47	0	0	0	12	1	1	1	1	0	1	0	0	0	1	0	0.297325822709754
"937"	82	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0.0484522207267833
"938"	51	0	0	0	7	1	1	1	1	0	0	1	0	0	1	0	1.84713375796178
"939"	52	0	0	0	4	1	0	0	1	0	1	0	1	0	0	1	0.474358974358974
"940"	56	0	0	0	12	0	0	0	0	0	1	0	0	1	0	0	0.436681222707424
"941"	63	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0.0185303514376997
"942"	82	0	0	0	4	1	1	1	1	1	0	0	0	1	0	0	0.886549707602339
"943"	67	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0
"944"	72	0	0	0	6	0	0	0	0	1	0	0	1	0	0	1	0.216346153846154
"945"	44	0	1	0	8	1	1	1	1	0	1	0	1	0	0	1	17.6153846153846
"946"	58	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0
"947"	68	0	0	0	8	1	1	1	0	0	1	0	0	1	0	0	0.523892267593397
"948"	72	0	0	0	6	0	0	0	0	0	1	0	0	1	0	1	0
"949"	72	0	0	0	8	0	0	0	0	1	0	0	1	0	0	1	0.0130718954248366
"950"	72	0	0	0	11	0	0	0	0	0	1	0	0	1	0	0	0.200955778717407
"951"	63	0	0	0	7	0	0	0	1	0	0	1	0	1	0	1	0.0633263743910926
"952"	49	0	0	1	12	1	1	1	1	0	1	0	0	1	0	0	0.566188197767145
